sample_size,cov_prob,cov_prob_se,int_width,int_width_se,q,nSims,scale,censoredp
20,0.9208,0.0038194750526656914,0.20258338904807507,5.105762401994005e-4,100,5e3,1,0
30,0.909,0.004067813838154884,0.16887054711501712,3.5204459783131264e-4,100,5e3,1,0
50,0.9012,0.004220340537782582,0.13317724763192793,2.0861965320628952e-4,100,5e3,1,0
100,0.8984,0.0042730714747082794,0.09597351806403603,1.0354825731805162e-4,100,5e3,1,0
250,0.902,0.004205084606438907,0.06128844159233191,4.0073402743683795e-5,100,5e3,1,0
500,0.901,0.004224141175876435,0.04342731805274826,1.9856892537899248e-5,100,5e3,1,0
1e3,0.899,0.004261857891405731,0.03077700584785634,1.0094091052447602e-5,100,5e3,1,0
2e3,0.8934,0.004364756375749273,0.021783734493711,5.097390845896309e-6,100,5e3,1,0
