sample_size,cov_prob,cov_prob_se,int_width,int_width_se,nSims,p,censoredp,scale
20,0.8742,0.004690338138596286,84.80294818877768,0.6118040637844083,5e3,0.5,0,2
30,0.8932,0.004368359934083127,68.35342890299911,0.39755793534387973,5e3,0.5,0,2
50,0.8972,0.004295360523216285,52.324251693377214,0.23148981147775038,5e3,0.5,0,2
100,0.9006,0.004231726539120927,36.274961254434714,0.11006318445496058,5e3,0.5,0,2
250,0.8982,0.004276799060283333,22.872864551772313,0.04304463504702673,5e3,0.5,0,2
500,0.9064,0.004119611904105542,16.114255444234715,0.021225123313640237,5e3,0.5,0,2
1e3,0.8976,0.004287951178017424,11.393263611569605,0.010876172790307155,5e3,0.5,0,2
2e3,0.8988,0.004265600903766553,8.04307842836847,0.005454337753367604,5e3,0.5,0,2
