sample_size,cov_prob,cov_prob_se,int_width,int_width_se,nSims,scale,censoredp
20,0.8219,0.003826160340379769,5449.8873828388605,264.0861329924738,1e4,2,0.3
30,0.8422,0.0036457159961401893,2557.3637208894875,81.76910524201622,1e4,2,0.3
50,0.8723,0.0033377215339964856,1278.0768716464945,16.350443152526545,1e4,2,0.3
100,0.8867,0.0031697501055403653,728.1604571335885,5.240388432735237,1e4,2,0.3
250,0.891,0.0031165479760672243,412.9694090410969,1.6919372183467312,1e4,2,0.3
500,0.8968,0.003042351325892362,281.5176415345747,0.7780216446708095,1e4,2,0.3
1e3,0.9029,0.002961086929419729,195.35593009406864,0.3737328552138341,1e4,2,0.3
2e3,0.9017,0.002977347386474406,137.01551647109662,0.18258049087064918,1e4,2,0.3
