sample_size,cov_prob,cov_prob_se,int_width,int_width_se,nSims,p,censoredp,scale
20,0.8768,0.00464851306707284,28.551800203458082,0.09734639001949809,5e3,0.5,0,1
30,0.8864,0.004488099442672974,24.48256117782986,0.06685878672076115,5e3,0.5,0,1
50,0.895,0.004335753654435453,19.644216838598787,0.04083916155351917,5e3,0.5,0,1
100,0.9004,0.004235511292770004,14.255262145877522,0.020381230694564646,5e3,0.5,0,1
250,0.8994,0.00425435634492245,9.163154639703441,0.008354585039522019,5e3,0.5,0,1
500,0.9066,0.004115662247457513,6.507641406928134,0.004117931452514428,5e3,0.5,0,1
1e3,0.8996,0.004250597783406854,4.611235979687663,0.002107471377575805,5e3,0.5,0,1
2e3,0.9036,0.004174313473925469,3.265173550210625,0.0010333796083591368,5e3,0.5,0,1
