sample_size,cov_prob,cov_prob_se,int_width,int_width_se,nSims,p,censoredp
20,0.8958,0.004321134855716523,25.540275613064118,0.08297813334586938,5e3,0.5,0
30,0.9016,0.004212723276869903,21.54731135482713,0.05651514299116265,5e3,0.5,0
50,0.9042,0.004162683940382395,17.06687719849601,0.033967041515389894,5e3,0.5,0
100,0.9072,0.004103778770845232,12.288853448085444,0.017307898303723947,5e3,0.5,0
250,0.8994,0.00425435634492245,7.817094081483579,0.006951478565628778,5e3,0.5,0
500,0.8978,0.004284238898636269,5.556391367756432,0.003481371750023676,5e3,0.5,0
1e3,0.9052,0.00414319022071652,3.9289371948099685,0.001730109916797453,5e3,0.5,0
2e3,0.9044,0.004158796354406342,2.7811699845356994,8.703446128453912e-4,5e3,0.5,0
