sample_size,cov_prob,cov_prob_se,int_width,int_width_se,nSims,p,censoredp
20,0.9122,0.004002678639018807,33.0069154035422,0.13571203516171196,5e3,0.5,0.3
30,0.902,0.004205084606438907,28.114018483280187,0.097074256844459,5e3,0.5,0.3
50,0.9084,0.0040798550272538705,22.74504470845618,0.06135900685423213,5e3,0.5,0.3
100,0.906,0.0041274940631633,16.498269781801213,0.032168631354716606,5e3,0.5,0.3
250,0.9054,0.004139274660969454,10.597925909651993,0.013144590341219224,5e3,0.5,0.3
500,0.9048,0.004151004476946938,7.5427207107724685,0.0065740453547654685,5e3,0.5,0.3
1e3,0.902,0.004205084606438907,5.339443090895111,0.0033161404216053977,5e3,0.5,0.3
2e3,0.9054,0.004139274660969454,3.777068465741463,0.0016510506665046959,5e3,0.5,0.3
