sample_size,cov_prob,cov_prob_se,int_width,int_width_se,nSims,censoredp
20,0.9216,0.0026881344100808404,87.07608245755506,0.45522776157078776,1e4,0.5
30,0.9087,0.002880496611015643,70.35212095805622,0.30103505840134737,1e4,0.5
50,0.9106,0.00285334508214758,53.30053680890411,0.17497623788234407,1e4,0.5
100,0.9078,0.0028932253758232407,37.004401655710495,0.08551431096785932,1e4,0.5
250,0.9017,0.002977347386474406,23.15669523645282,0.03429384705847418,1e4,0.5
500,0.9017,0.002977347386474406,16.32830988072743,0.016983623445108634,1e4,0.5
1e3,0.9008,0.0029894530742208174,11.527720831774163,0.008459076113842357,1e4,0.5
2e3,0.9014,0.002981391096331867,8.138218304729426,0.004187404211928416,1e4,0.5
