sample_size,cov_prob,cov_prob_se,int_width,int_width_se,nSims,scale,censoredp
20,0.8411,0.003656010891882594,384.6390473629138,6.873760672809043,1e4,2,0.3
30,0.8587,0.003483481658405344,267.46538037329344,3.044207551018887,1e4,2,0.3
50,0.8785,0.0032672377452901136,190.97160599068476,1.438566597977883,1e4,2,0.3
100,0.8856,0.0031831238159585897,128.7101737037924,0.6154514064779716,1e4,2,0.3
250,0.8931,0.0030900151810924715,77.92712464791778,0.22094568735735962,1e4,2,0.3
500,0.8954,0.0030605262099953016,54.605295015374026,0.10795460928778004,1e4,2,0.3
1e3,0.8984,0.003021366721483271,38.35032084411974,0.0525991312442755,1e4,2,0.3
2e3,0.8935,0.003084919232762386,27.083811279673753,0.0266054186779574,1e4,2,0.3
