sample_size,cov_prob,cov_prob_se,int_width,int_width_se,nSims,scale,censoredp
20,0.8261,0.003790424215252583,91123.13487180638,21601.513403416546,1e4,2,0.5
30,0.8477,0.0035932940564637372,12204.704513981666,1472.3262453935718,1e4,2,0.5
50,0.8641,0.0034269948102299387,2931.401737453149,90.23333942053048,1e4,2,0.5
100,0.887,0.003166086292292272,1232.2825158287098,13.709513867243029,1e4,2,0.5
250,0.8929,0.0030925580659931272,596.9783983530879,3.3727669602636126,1e4,2,0.5
500,0.8924,0.003098900501537899,387.0723963135849,1.414771302992185,1e4,2,0.5
1e3,0.8939,0.0030798096569028864,263.58728909073477,0.6623613455680609,1e4,2,0.5
2e3,0.8982,0.0030240023907143173,183.07820779969668,0.3198839679661175,1e4,2,0.5
