sample_size,cov_prob,cov_prob_se,int_width,int_width_se,cov_prob_boot,cov_prob_boot_se,int_width_boot,int_width_boot_se,nSims,censoredp
20,0.8766,0.004651754052306789,158.15166836198085,0.9533640205872692,0.9012,0.004220340537782582,192.52507375602227,1.2463485145975264,5e3,0.5
30,0.8774,0.004638766175431358,159.20652558605278,0.7949133542817661,0.8892,0.004439438446779563,181.7836469423378,0.9539083985602199,5e3,0.5
50,0.8876,0.00446735262184323,160.10033714269161,0.632276783677158,0.9016,0.004212723276869903,173.39267056701823,0.7060100596428511,5e3,0.5
100,0.8882,0.004456918759071674,161.19583011518048,0.4565673060724066,0.8922,0.00438630595558349,167.77727448837302,0.48739383213694887,5e3,0.5
250,0.8962,0.004313795749308647,160.74376040377666,0.291003030333119,0.898,0.004280521530481371,163.04769032416638,0.3040255640206513,5e3,0.5
500,0.8946,0.004343033546736384,160.58621511662747,0.2039708458389529,0.8964,0.004310118725126367,161.76151286756138,0.2195573866241451,5e3,0.5
1e3,0.9036,0.004174313473925469,160.6363776109591,0.14588436404643365,0.9024,0.004197424409603449,161.10468244209682,0.16514947541636893,5e3,0.5
2e3,0.8996,0.004250597783406854,160.58751734075403,0.1027438915780858,0.898,0.004280521530481371,160.56260769408505,0.12761370673338915,5e3,0.5
