sample_size,cov_prob,cov_prob_se,int_width,int_width_se,nSims,p,censoredp,scale
20,0.8692,0.004768943338320641,56.60022859996226,0.5309844098119763,5e3,0.5,0.5,1
30,0.884,0.0045291171965976,46.62740122028977,0.33062742166809467,5e3,0.5,0.5,1
50,0.88,0.0045961097511883885,36.541374434378746,0.20309473246464485,5e3,0.5,0.5,1
100,0.8902,0.00442184379422296,25.84680655918124,0.1008399662323355,5e3,0.5,0.5,1
250,0.8958,0.004321134855716523,16.360772971261593,0.04077794126920168,5e3,0.5,0.5,1
500,0.8968,0.004302749670959977,11.579876957275063,0.02046657612876143,5e3,0.5,0.5,1
1e3,0.896,0.004317467788602611,8.195948057679693,0.010128061237099275,5e3,0.5,0.5,1
2e3,0.8982,0.004276799060283333,5.791437465134258,0.005031445400508043,5e3,0.5,0.5,1
