sample_size,cov_prob,cov_prob_se,int_width,int_width_se,cov_prob_boot,cov_prob_boot_se,int_width_boot,int_width_boot_se,nSims,censoredp
20,0.881,0.004579519013922726,138.9749952771589,0.5591257626571915,0.8978,0.004284238898636269,151.30310697697487,0.6165086448061977,5e3,0.3
30,0.8936,0.004361148005099629,145.77897055051446,0.4969066440604597,0.9042,0.004162683940382395,154.3616670499198,0.5344133059188463,5e3,0.3
50,0.8968,0.004302749670959977,152.00272144836856,0.4035235250792153,0.8996,0.004250597783406854,157.37833694209303,0.4244711494780874,5e3,0.3
100,0.903,0.004185893493732034,156.49165392216167,0.29637834603856894,0.9044,0.004158796354406342,159.14267749464074,0.3103945194866137,5e3,0.3
250,0.9064,0.004119611904105542,158.8071198453311,0.19169105331590203,0.9086,0.00407584721329213,159.6605430882292,0.20677493145473907,5e3,0.3
500,0.9036,0.004174313473925469,159.8822704413165,0.13573868129007813,0.9046,0.004154903205145557,160.23554676680268,0.15611009478047966,5e3,0.3
1e3,0.9,0.004243065014838216,160.46342848921446,0.09648517656620087,0.9006,0.004231726539120927,160.49095275991465,0.12205136413376448,5e3,0.3
2e3,0.9014,0.004216534576256497,160.6895420185206,0.06889845804638245,0.8978,0.004284238898636269,160.48182178060458,0.10227412030466629,5e3,0.3
